44278,41.093156,-81.42692
45810,40.774039,-83.81821
43701,39.949377,-82.00492
44512,41.032675,-80.66467
45177,39.463476,-83.84446
43357,40.254824,-83.751
44882,40.953556,-83.14177
43952,40.371185,-80.63426
43944,40.43273,-80.76692
43343,40.308916,-83.97325
43537,41.576992,-83.672
43040,40.255973,-83.36391
43302,40.589747,-83.12173
45750,39.426551,-81.44373
44906,40.766056,-82.56749
45801,40.759451,-84.08458
44830,41.164209,-83.41054
45402,39.757758,-84.18848
43211,40.012714,-82.97127
44115,41.493501,-81.67125
45207,39.142246,-84.46983
45601,39.33046,-82.97228
43316,40.954293,-83.38068
44820,40.815179,-82.97091
43310,40.518081,-83.78052
