43001,40.091576,-82.61225
43002,40.05991,-83.18299
43003,40.40994,-82.96124
43004,39.998073,-82.8052
43005,40.285043,-82.28218
43006,40.471139,-82.16947
43007,40.340633,-83.416306
43008,39.93398,-82.47932
43009,40.175413,-83.64579
43010,40.000364,-83.62142
43011,40.304121,-82.68029
43013,40.235446,-82.69054
43014,40.470806,-82.26422
43015,40.295925,-83.06968
43016,40.089811,-83.13983
43017,40.109478,-83.12713
43018,39.956994,-82.68307
43019,40.493191,-82.56998
43021,40.202298,-82.89437
43022,40.351781,-82.35543
43023,40.070985,-82.52134
43025,39.958869,-82.49882
43026,40.021665,-83.14762
43027,40.132821,-82.561556
43028,40.42065,-82.31485
43029,40.108356,-83.44868
43030,39.968846,-82.430017
43031,40.151979,-82.66944
43032,40.328773,-82.95824
43033,39.960661,-82.59613
43035,40.173636,-82.99675
43036,40.353133,-83.26289
43037,40.27453,-82.34436
43040,40.255973,-83.36391
43041,40.306924,-83.360645
43044,40.052907,-83.57223
43045,40.179696,-83.44266
43046,39.900063,-82.53696
43047,40.204914,-83.646581
43048,40.406113,-82.465777
43050,40.385636,-82.48254
43054,40.080252,-82.82462
43055,40.079115,-82.40054
43056,40.017096,-82.34322
43058,40.095148,-82.482659
43060,40.223286,-83.56172
43061,40.285343,-83.20426
43062,39.994001,-82.67652
43064,40.103133,-83.26825
43065,40.155515,-83.08415
43066,40.400799,-83.15216
43067,40.355958,-83.46681
43068,39.956384,-82.7961
43070,40.217799,-83.96044
43071,40.173402,-82.36653
43072,40.123455,-83.95416
43073,39.996516,-82.754034
43074,40.270926,-82.84501
43076,39.909915,-82.41013
43077,40.136336,-83.3415
43078,40.112531,-83.76633
43080,40.242377,-82.42775
43081,40.109513,-82.91606
43082,40.14852,-82.91278
43083,40.102185,-83.83786
43084,40.145952,-83.52488
43085,40.097796,-83.02076
43086,39.969036,-83.011389
43093,40.095148,-82.482659
43098,40.095148,-82.482659
43101,39.466041,-82.7457
43102,39.651028,-82.76098
43103,39.720751,-82.94842
43105,39.860353,-82.61356
43106,39.624916,-83.40267
43107,39.703126,-82.41937
43109,39.916574,-82.83218
43110,39.854413,-82.80872
43111,39.501342,-82.24434
43112,39.803993,-82.70953
43113,39.598236,-82.94285
43115,39.501913,-83.17383
43116,39.768502,-83.06007
43117,39.773025,-83.199472
43119,39.939871,-83.1667
43123,39.88628,-83.07989
43125,39.852363,-82.89589
43126,39.810093,-83.17085
43127,39.482096,-82.32798
43128,39.651917,-83.57236
43130,39.712887,-82.61216
43135,39.473379,-82.71076
43136,39.802655,-82.80802
43137,39.818249,-82.98115
43138,39.530972,-82.40801
43140,39.892676,-83.43643
43142,39.593121,-83.5876
